266817 -0.01364
266820 -0.00909
266822 -0.00909
266825 -0.01818
266828 -0.01364
266830 -0.00909
266833 0.00000
266836 -0.01364
266839 -0.01364
266842 -0.01364
266845 -0.01364
266847 -0.01364
266850 -0.00909
266853 -0.00455
266855 -0.00909
266858 -0.00909
266860 -0.01364
266863 -0.01818
266866 -0.00909
266868 -0.00909
266871 -0.00909
266874 -0.00909
266876 -0.00909
266880 0.00000
266883 -0.00455
266885 -0.00909
266888 0.00455
266891 -0.00455
266893 -0.00455
266896 0.00455
266898 0.00000
266901 0.01364
266904 -0.00909
266906 0.01364
266909 -0.03182
266912 -0.01364
266914 -0.02273
266917 -0.00455
266920 -0.03636
266923 -0.00909
266926 -0.02273
266929 -0.00909
266931 0.00455
266934 0.23636
266936 26.93636
266939 22.67273
266942 22.57727
266945 22.41364
266947 22.34091
266950 22.28636
266953 22.26818
266955 22.27273
266958 22.25909
266961 22.25909
266964 22.24091
266967 22.25455
266970 22.25455
266973 22.25909
266975 22.25455
266978 22.24091
266981 23.27727
266983 30.51363
266986 32.35454
266989 32.33182
266992 33.66818
266994 33.68636
266997 33.66818
267000 33.67727
267002 33.69091
267005 33.68182
267009 32.36363
267012 32.63636
267014 32.93181
267017 32.35000
267020 32.37727
267022 32.35454
267025 32.33636
267028 32.36363
267031 33.09545
267033 33.17273
267036 33.16363
267039 33.15909
267041 33.14091
267044 33.12273
267047 33.30000
267049 1.14091
267053 1.25909
267056 1.27273
267058 32.73182
267061 30.26818
267064 55.06364
267067 145.45454
267069 139.69090
267072 145.45454
267075 62.08182
267078 62.36817
267080 62.57273
267083 104.12728
267086 104.12272
267088 88.20909
267091 72.58181
267095 72.97727
267098 97.27273
267100 68.69546
267103 69.56364
267106 68.26364
267108 68.43181
267111 68.87273
267114 69.57728
267117 68.93636
267119 68.26818
267122 68.36363
267125 68.36818
267127 68.37727
267130 68.36818
267133 68.73181
267136 68.73181
267139 68.72273
267142 68.25000
267145 68.31819
267147 68.28182
267150 68.30000
267153 68.45455
267155 68.64092
267158 68.25909
267161 68.31819
267163 68.80455
267166 69.43182
267169 69.18182
267172 69.17727
267174 69.17273
267177 69.17273
267181 69.40910
267183 69.51818
267186 69.02728
267189 69.37273
267192 68.33182
267194 68.29091
267197 68.31363
267200 68.31363
267202 68.34091
267205 69.04091
267208 68.25000
267210 68.34545
267213 68.76818
267216 68.34091
267219 68.35000
267222 68.35455
267225 68.36818
267228 68.37273
267230 68.36818
267233 68.37273
267236 68.37727
267239 68.43637
267241 68.40455
267244 68.38637
267247 68.91364
267249 83.64546
267252 70.02272
267255 69.66819
267257 68.93636
267260 68.92273
267264 68.90455
267267 68.93182
267269 68.82727
267272 68.88636
267275 68.86818
267277 68.87728
267280 68.86363
267283 69.16364
267286 69.44091
267288 69.94091
267291 68.83636
267294 69.18182
267296 68.88636
267299 68.90910
267302 68.90000
267304 68.92273
267308 69.96818
267311 69.25910
267314 68.92727
267316 69.42272
267319 68.84091
267322 68.86363
267324 68.87728
267327 68.85000
267330 68.83181
267333 68.83636
267335 68.84546
267338 68.84546
267341 68.79546
267343 68.91364
267346 68.87728
267350 68.90000
267352 69.85000
267355 68.80455
267358 69.15910
267361 69.80000
267363 70.13182
267366 69.91364
267369 71.02727
267371 69.20909
267374 68.20909
267377 68.32273
267379 68.76364
267382 68.79091
267385 68.78636
267388 68.79091
267390 68.83181
267394 68.59545
267397 68.34091
267399 100.64546
267402 69.13636
267405 68.90455
267408 68.36363
267410 69.39546
267413 68.91818
267416 68.83636
267418 68.82727
267421 68.48181
267424 68.29546
267426 68.28637
267429 68.30455
267432 68.36818
267436 68.26364
267438 68.33182
267441 68.28637
267444 68.26818
267446 68.20909
267449 68.35000
267452 68.34545
267455 68.20000
267457 68.37273
267460 68.81818
267463 68.54091
267465 68.51364
267468 68.41819
267471 68.32273
267473 68.26818
267476 68.27727
267480 68.31363
267483 68.33637
267485 68.28637
267488 68.30455
267491 68.35455
267493 68.30000
267496 68.31819
267499 68.33637
267502 68.42272
267504 68.43637
267507 68.42727
267510 68.90000
267512 68.99546
267515 68.58637
267518 68.64092
267521 70.08182
267524 69.52273
267527 69.58182
267530 70.09091
267532 70.10000
267535 68.86363
267538 68.88182
267540 68.88636
267543 68.85910
267546 68.88636
267549 68.89091
267551 100.63182
267554 69.71363
267557 69.72273
267559 69.35454
267563 68.71363
267566 68.68182
267569 68.94545
267571 68.83181
267574 68.87273
267577 68.86818
267579 68.78636
267582 68.78636
267585 68.66364
267587 68.72727
267590 68.81364
267593 68.88182
267596 68.84091
267598 68.82273
267601 68.82273
267604 68.84546
267607 68.67727
267610 68.69546
267613 68.69091
267616 69.28182
267618 69.66364
267621 68.79546
267624 68.85455
267626 68.83181
267629 68.81818
267632 68.63636
267634 68.83181
267637 68.83181
267640 68.83181
267643 68.96364
267645 68.85910
267649 68.86818
267652 68.87273
267654 68.87728
267657 68.88182
267660 68.86363
267663 68.86363
267665 68.87728
267668 68.94091
267671 68.84546
267673 69.23182
267676 69.21364
267679 69.21364
267682 69.23182
267684 69.23636
267687 69.31819
267691 69.57273
267693 68.48181
267696 68.33637
267699 68.33637
267701 68.54546
267704 100.02273
267707 68.26818
267710 68.25909
267712 68.25455
267715 68.33182
267718 68.38637
267720 69.01818
267723 68.27273
267726 68.35455
267729 68.36363
267731 68.39091
267735 68.39091
267738 68.47273
267740 68.25909
267743 68.29091
267746 68.27727
