2 97 0.0095
3 96 0.0096
4 96 0.0090
5 95 0.0086
6 96 0.0094
7 96 0.0091
8 97 0.0098
9 96 0.0096
10 96 0.0090
11 96 0.0087
12 96 0.0097
13 97 0.0091
14 96 0.0088
15 97 0.0093
16 95 0.0088
17 96 0.0094
18 96 0.0088
19 95 0.0091
20 96 0.0086
21 96 0.0096
22 95 0.0094
23 96 0.0091
24 96 0.0086
25 95 0.0092
26 96 0.0086
27 97 0.0100
28 97 0.0088
29 96 0.0093
30 96 0.0087
31 94 0.0088
32 97 0.0100
33 96 0.0087
34 96 0.0089
35 96 0.0092
36 95 0.0086
37 96 0.0090
38 96 0.0088
39 97 0.0091
40 96 0.0095
41 96 0.0093
42 98 0.0096
43 96 0.0086
44 96 0.0091
45 97 0.0091
46 96 0.0082
47 97 0.0101
48 98 0.0106
49 94 0.0084
50 96 0.0101
51 94 0.0091
52 96 0.0084
53 94 0.0088
54 97 0.0103
55 97 0.0088
56 97 0.0090
57 97 0.0091
58 97 0.0090
59 98 0.0091
60 97 0.0092
61 94 0.0085
62 98 0.0091
63 96 0.0093
64 94 0.0087
65 97 0.0087
66 96 0.0084
67 96 0.0090
68 98 0.0109
69 97 0.0095
70 94 0.0091
71 95 0.0097
72 96 0.0087
73 94 0.0090
74 96 0.0086
75 97 0.0102
76 95 0.0090
77 97 0.0097
78 96 0.0093
79 95 0.0099
80 95 0.0097
81 96 0.0092
82 95 0.0103
83 95 0.0095
84 97 0.0084
85 96 0.0089
86 96 0.0094
87 96 0.0088
88 95 0.0083
89 94 0.0101
90 97 0.0103
91 97 0.0096
92 96 0.0087
93 94 0.0093
94 98 0.0086
95 95 0.0107
96 94 0.0091
97 95 0.0106
98 96 0.0092
99 96 0.0100
100 94 0.0090
101 97 0.0100
