43.98 38.80
43.44 37.07
43.90 40.68
45.26 45.02
40.34 35.69
39.91 35.42
51.85 44.70
48.00 41.03
45.23 42.86
46.03 44.65
40.76 35.42
36.55 33.68
43.35 41.74
47.45 43.30
44.00 40.77
42.92 37.50
41.51 39.02
27.91 23.99
35.10 33.92
43.24 37.50
51.93 47.50
47.64 43.64
38.91 37.21
41.26 38.62
45.99 45.07
51.28 43.69
44.44 43.50
44.08 40.34
41.04 40.34
34.78 31.23
49.50 41.45
42.86 42.48
45.64 43.05
44.02 38.71
41.15 39.26
46.88 46.60
43.35 42.48
50.56 46.41
58.28 49.74
38.91 36.50
42.67 37.55
37.89 37.35
44.83 42.48
42.72 40.93
39.61 40.68
46.12 38.19
56.38 45.37
35.90 34.56
54.30 43.84
41.36 36.58
43.08 44.65
39.11 36.02
44.21 37.45
41.51 41.63
40.54 38.80
53.53 47.55
47.12 43.50
42.92 39.68
34.46 30.12
40.48 39.17
39.39 38.43
49.47 43.84
46.28 42.92
44.62 41.63
41.79 42.11
48.13 45.28
63.01 49.75
48.72 44.29
40.27 35.34
50.52 42.60
41.43 40.51
48.65 46.08
46.74 44.44
52.04 43.11
43.06 39.92
47.78 43.30
35.77 32.11
44.20 36.40
45.33 38.93
44.88 39.02
59.88 46.80
41.67 35.45
32.68 31.91
34.63 33.33
49.74 42.86
46.81 45.71
42.13 41.48
47.42 39.83
58.86 47.78
44.04 38.19
36.40 34.66
46.04 39.50
36.60 35.77
35.91 27.14
42.72 38.06
55.21 44.39
48.94 45.71
44.44 38.40
47.87 44.34
54.05 45.33
