0 78.15909 80.33182
3 75.25455 83.22273
5 73.66819 83.20455
7 78.00455 83.16819
9 74.73636 83.17272
12 77.57273 83.19091
14 77.57727 82.65454
16 77.65000 77.94091
19 77.68637 119.19546
21 76.04091 82.76364
23 78.64546 82.73181
27 79.10000 82.72272
29 78.65455 82.75000
31 79.35910 78.15000
33 81.64091 78.15909
36 77.94545 82.09545
38 78.32273 84.33183
40 79.11364 145.45454
43 79.04091 145.45454
45 79.09091 77.80001
47 79.10455 139.19544
49 78.93182 145.45454
52 78.39546 145.45454
54 77.67273 102.61363
56 79.46818 73.55455
59 85.50909 73.62273
61 145.45454 73.54090
63 145.45454 73.54090
66 145.45454 73.50454
68 145.45454 77.40909
71 75.30000 77.43637
74 83.92273 73.55455
76 82.32727 74.70455
78 77.97727 77.39545
80 81.61819 77.43182
83 80.21818 76.05909
85 78.13637 73.48182
87 80.65909 74.81819
90 77.88637 73.50000
92 130.79090
94 80.40909
97 82.07273
99 81.16364
101 81.34545
103 81.61363
106 82.67727
108 80.69545
110 97.97727
114 81.57727
116 81.66364
118 81.68182
120 81.75000
123 78.01364
125 78.10455
127 80.07273
130 139.79545
132 145.45454
134 145.45454
137 79.94091
139 93.27272
141 81.57273
143 81.59091
146 81.59545
148 145.45454
150 145.45454
153 145.45454
156 78.66364
158 92.21363
161 79.86818
163 82.00000
165 82.03182
168 85.31818
170 78.45909
172 81.61819
174 81.75455
177 81.73181
179 77.75909
181 81.84999
184 81.81363
186 86.38182
188 131.64999
191 145.45454
193 145.45454
195 78.30909
198 78.40909
201 78.35910
203 80.11363
205 118.79090
208 78.50455
210 92.27273
212 85.07273
215 92.90000
