0 79.96818 0
3 73.67273 0
5 95.73182 0
7 74.33183 0
9 77.79545 0
13 77.75000 0
15 77.75909 0
17 77.76363 0
19 76.41364 0
21 78.15000 0
24 78.14546 0
26 78.16819 0
28 78.11363 0
30 73.82273 0
33 77.85455 0
35 73.84091 0
37 73.86818 0
39 77.95455 0
42 77.53636 0
44 77.72727 0
46 77.77728 0
48 78.40909 0
50 78.25909 0
53 77.78182 0
56 77.78182 0
58 76.28636 0
60 77.82273 0
63 77.89546 0
65 77.81819 0
67 77.82727 0
69 77.82727 0
72 77.82273 0
74 76.75909 0
76 76.23637 0
78 77.70909 0
80 77.70000 0
83 77.78636 0
85 78.16819 0
87 78.15455 0
89 78.15909 0
92 77.91363 0
94 78.00455 0
96 77.68183 0
99 77.70455 0
102 83.87728 1
104 83.02728 1
106 79.09545 1
108 80.25000 1
110 78.34091 1
113 78.36818 1
115 82.13636 1
117 82.11363 1
119 82.17728 1
122 82.20000 1
124 82.20455 1
126 82.15909 1
128 82.19545 1
131 82.12728 1
133 78.09545 1
135 82.06818 1
137 81.90454 1
140 145.45454 1
143 78.43637 1
145 145.45454 1
147 145.45454 1
150 145.45454 1
152 145.45454 1
154 128.99090 1
156 145.45454 1
159 145.45454 1
161 145.45454 1
163 145.45454 1
166 145.45454 1
168 145.45454 1
170 136.79544 1
172 145.45454 1
175 145.45454 1
177 145.45454 1
179 122.67728 1
181 76.35000 1
185 75.39546 1
187 73.61364 1
189 77.42727 1
191 76.79546 1
194 76.28182 1
196 77.81819 1
198 77.81819 1
200 73.96364 0
203 77.80455 0
205 75.76818 0
207 73.75909 0
209 73.83637 0
211 77.73182 0
214 77.67273 0
216 77.69091 0
218 77.79091 0
220 78.10000 0
223 77.81363 0
226 77.77273 0
228 77.82273 0
230 77.78182 0
233 77.77728 0
235 77.77273 0
237 77.81363 0
239 77.79091 0
242 77.82727 0
244 77.26364 0
246 77.72727 0
248 76.76818 0
250 75.80909 0
253 78.08182 0
255 77.83637 0
257 77.80909 0
259 77.79091 0
262 77.79545 0
264 77.83182 0
266 77.82273 0
269 74.45001 0
272 77.20455 0
274 78.01818 0
276 78.00000 0
278 78.75910 0
280 78.76364 0
283 78.78182 0
285 73.82273 0
287 75.72274 0
289 73.80000 0
292 77.68637 0
294 77.74546 0
296 77.95909 0
298 77.94545 0
300 82.96364 1
303 82.20000 1
305 82.32727 1
307 79.98182 1
309 77.94545 1
313 79.13636 1
315 82.47727 1
317 82.75000 1
319 82.75910 1
322 82.76818 1
324 82.75454 1
326 82.74092 1
328 79.28636 1
330 82.07727 1
333 82.13636 1
335 82.18637 1
337 84.01818 1
339 118.54090 1
342 145.45454 1
344 145.45454 1
346 145.45454 1
348 139.79545 1
351 145.45454 1
354 121.79091 1
356 145.45454 1
359 145.45454 1
361 125.39092 1
363 145.45454 1
365 121.79091 1
368 77.02727 1
370 77.91819 1
372 76.37272 1
374 73.55000 1
377 77.48637 1
379 74.35909 1
381 76.35455 1
383 76.40454 1
386 73.52273 1
388 77.48182 1
390 73.56819 1
392 73.54546 1
394 73.79091 1
398 75.16364 0
400 78.72727 0
402 78.09545 0
404 77.93637 0
407 77.93637 0
409 77.95001 0
411 77.65909 0
413 78.72727 0
416 73.85455 0
418 74.81819 0
420 77.74546 0
422 78.09545 0
425 78.07273 0
427 78.69091 0
429 77.70909 0
432 73.78182 0
434 77.93637 0
436 78.09545 0
439 78.10000 0
442 78.10000 0
444 73.82727 0
446 73.83182 0
449 73.90454 0
451 77.88182 0
453 73.95909 0
455 74.14546 0
458 78.15909 0
460 78.12728 0
462 78.12273 0
465 78.12728 0
467 73.80908 0
469 75.59091 0
471 74.00454 0
474 77.71363 0
476 77.74546 0
478 77.77273 0
482 77.74091 0
484 77.79545 0
486 77.77728 0
489 77.77728 0
491 77.81363 0
493 74.01818 0
495 77.79545 0
498 80.33182 1
500 83.22273 1
502 83.20455 1
505 83.16819 1
507 83.17272 1
509 83.19091 1
511 82.65454 1
514 77.94091 1
516 119.19546 1
518 82.76364 1
521 82.73181 1
524 82.72272 1
526 82.75000 1
529 78.15000 1
531 78.15909 1
533 82.09545 1
535 84.33183 1
538 145.45454 1
540 145.45454 1
542 77.80001 1
545 139.19544 1
547 145.45454 1
549 145.45454 1
552 102.61363 1
554 73.55455 1
556 73.62273 1
559 73.54090 1
561 73.54090 1
563 73.50454 1
565 77.40909 1
569 77.43637 1
571 73.55455 1
573 74.70455 1
576 77.39545 1
578 77.43182 1
580 76.05909 1
583 73.48182 1
585 74.81819 1
587 73.50000 1
589 77.02273 1
592 74.55909 1
594 73.65908 1
596 78.42727 0
599 78.38637 0
601 77.55000 0
603 73.79546 0
605 78.03637 0
608 78.11363 0
611 78.10455 0
613 73.83182 0
616 78.08182 0
618 74.94091 0
620 81.47727 0
623 77.65909 0
625 77.69545 0
627 78.74546 0
629 78.74092 0
632 78.77273 0
634 73.83637 0
636 77.00000 0
638 78.23182 0
641 77.81363 0
643 77.68183 0
645 73.84546 0
648 78.78182 0
650 77.91363 0
653 73.77727 0
656 77.28182 0
658 77.78636 0
660 77.77273 0
662 77.74091 0
665 77.72727 0
667 77.74546 0
669 74.57727 0
672 77.70455 0
674 78.10455 0
676 73.85909 0
679 77.67273 0
681 77.77273 0
683 77.79091 0
685 78.21818 0
688 75.69545 0
690 77.71363 0
692 74.73181 0
696 73.79546 0
